Row,Row.Numbers,Genotype,Pedigree,Treatment,date,Canopy_Coverage
3057,3057 and 3058,MEF156-55-2,Ames 27135,No Nitrogen,July6,3.288725208
3057,3057 and 3058,MEF156-55-2,Ames 27135,No Nitrogen,Aug14,1.177377999
3057,3057 and 3058,MEF156-55-2,Ames 27135,No Nitrogen,Aug26,7.138844329
3057,3057 and 3058,MEF156-55-2,Ames 27135,No Nitrogen,Aug30,1.542091833
3059,3059 and 3060,Mt42,Ames 20140,No Nitrogen,Aug16,40.74847388
3059,3059 and 3060,Mt42,Ames 20140,No Nitrogen,July6,33.58080873
3059,3059 and 3060,Mt42,Ames 20140,No Nitrogen,Sept1,25.6535232
3059,3059 and 3060,Mt42,Ames 20140,No Nitrogen,Sept3,20.46835175
3059,3059 and 3060,Mt42,Ames 20140,No Nitrogen,Aug30,37.37245009
3059,3059 and 3060,Mt42,Ames 20140,No Nitrogen,Aug22,47.29996675
3059,3059 and 3060,Mt42,Ames 20140,No Nitrogen,Aug23,53.32587442
3059,3059 and 3060,Mt42,Ames 20140,No Nitrogen,Aug20,52.77680976
3059,3059 and 3060,Mt42,Ames 20140,No Nitrogen,Aug26,39.47313204
3059,3059 and 3060,Mt42,Ames 20140,No Nitrogen,Aug14,43.34994059
3059,3059 and 3060,Mt42,Ames 20140,No Nitrogen,Aug12,49.55157681
3059,3059 and 3060,Mt42,Ames 20140,No Nitrogen,Sept5,11.208255
3061,3061 and 3062,Mo47,PI 583352,No Nitrogen,July6,34.16176994
3061,3061 and 3062,Mo47,PI 583352,No Nitrogen,Sept5,48.66229423
3061,3061 and 3062,Mo47,PI 583352,No Nitrogen,Aug12,71.70429755
3061,3061 and 3062,Mo47,PI 583352,No Nitrogen,Sept1,58.83500713
3061,3061 and 3062,Mo47,PI 583352,No Nitrogen,Aug22,68.38137708
3061,3061 and 3062,Mo47,PI 583352,No Nitrogen,Aug20,72.05737079
3061,3061 and 3062,Mo47,PI 583352,No Nitrogen,Sept3,44.24143266
3061,3061 and 3062,Mo47,PI 583352,No Nitrogen,Aug23,73.87280192
3061,3061 and 3062,Mo47,PI 583352,No Nitrogen,Aug14,65.50540952
3061,3061 and 3062,Mo47,PI 583352,No Nitrogen,Aug16,58.09132131
3061,3061 and 3062,Mo47,PI 583352,No Nitrogen,Aug26,64.77506808
3061,3061 and 3062,Mo47,PI 583352,No Nitrogen,Aug30,69.00453608
3065,3065 and 3066,H99,PI 587129,No Nitrogen,Aug23,66.97360671
3065,3065 and 3066,H99,PI 587129,No Nitrogen,Sept5,33.2458847
3065,3065 and 3066,H99,PI 587129,No Nitrogen,Sept3,31.25201732
3065,3065 and 3066,H99,PI 587129,No Nitrogen,Aug20,69.47942917
3065,3065 and 3066,H99,PI 587129,No Nitrogen,Aug26,53.52068823
3065,3065 and 3066,H99,PI 587129,No Nitrogen,Aug12,59.77613209
3065,3065 and 3066,H99,PI 587129,No Nitrogen,Aug22,61.72538369
3065,3065 and 3066,H99,PI 587129,No Nitrogen,July6,38.00604419
3065,3065 and 3066,H99,PI 587129,No Nitrogen,Aug14,65.66884159
3065,3065 and 3066,H99,PI 587129,No Nitrogen,Sept1,51.16953243
3065,3065 and 3066,H99,PI 587129,No Nitrogen,Aug30,56.90871689
3065,3065 and 3066,H99,PI 587129,No Nitrogen,Aug16,53.89129085
3067,3067 and 3068,H105W,PI 587127,No Nitrogen,Sept3,19.16079557
3067,3067 and 3068,H105W,PI 587127,No Nitrogen,Aug26,28.40646808
3067,3067 and 3068,H105W,PI 587127,No Nitrogen,Aug20,23.56465014
3067,3067 and 3068,H105W,PI 587127,No Nitrogen,Sept1,21.64570773
3067,3067 and 3068,H105W,PI 587127,No Nitrogen,Aug12,29.3086794
3067,3067 and 3068,H105W,PI 587127,No Nitrogen,July6,36.62909576
3067,3067 and 3068,H105W,PI 587127,No Nitrogen,Aug16,26.82062638
3067,3067 and 3068,H105W,PI 587127,No Nitrogen,Aug22,30.59907293
3067,3067 and 3068,H105W,PI 587127,No Nitrogen,Aug14,33.71161744
3067,3067 and 3068,H105W,PI 587127,No Nitrogen,Aug23,38.6833249
3067,3067 and 3068,H105W,PI 587127,No Nitrogen,Aug30,25.87135463
3067,3067 and 3068,H105W,PI 587127,No Nitrogen,Sept5,4.800585542
3071,3071 and 3072,NC268,PI 587145,No Nitrogen,Aug26,49.53353053
3071,3071 and 3072,NC268,PI 587145,No Nitrogen,Aug16,32.88738913
3071,3071 and 3072,NC268,PI 587145,No Nitrogen,Aug30,46.66282599
3071,3071 and 3072,NC268,PI 587145,No Nitrogen,Aug14,41.27452002
3071,3071 and 3072,NC268,PI 587145,No Nitrogen,Aug20,26.13049551
3071,3071 and 3072,NC268,PI 587145,No Nitrogen,Aug22,43.67719745
3071,3071 and 3072,NC268,PI 587145,No Nitrogen,Sept1,29.11871597
3071,3071 and 3072,NC268,PI 587145,No Nitrogen,Aug12,45.47434455
3071,3071 and 3072,NC268,PI 587145,No Nitrogen,Sept5,22.29825342
3071,3071 and 3072,NC268,PI 587145,No Nitrogen,Sept3,27.11164535
3071,3071 and 3072,NC268,PI 587145,No Nitrogen,July6,31.64870222
3071,3071 and 3072,NC268,PI 587145,No Nitrogen,Aug23,50.56666992
3073,3073 and 3074,NC332,Ames 27162,No Nitrogen,Sept1,29.41551253
3073,3073 and 3074,NC332,Ames 27162,No Nitrogen,Aug23,50.65487449
3073,3073 and 3074,NC332,Ames 27162,No Nitrogen,Aug12,43.75517794
3073,3073 and 3074,NC332,Ames 27162,No Nitrogen,July6,40.11877255
3073,3073 and 3074,NC332,Ames 27162,No Nitrogen,Aug26,55.02986081
3073,3073 and 3074,NC332,Ames 27162,No Nitrogen,Aug20,29.15974252
3073,3073 and 3074,NC332,Ames 27162,No Nitrogen,Aug14,38.21475475
3073,3073 and 3074,NC332,Ames 27162,No Nitrogen,Sept5,21.8533561
3073,3073 and 3074,NC332,Ames 27162,No Nitrogen,Aug22,44.88171376
3073,3073 and 3074,NC332,Ames 27162,No Nitrogen,Sept3,22.93209567
3073,3073 and 3074,NC332,Ames 27162,No Nitrogen,Aug16,33.27662367
3073,3073 and 3074,NC332,Ames 27162,No Nitrogen,Aug30,51.80584773
3075,3075 and 3076,W153R,PI 587154,No Nitrogen,Aug26,16.02556727
3075,3075 and 3076,W153R,PI 587154,No Nitrogen,July6,15.15542472
3075,3075 and 3076,W153R,PI 587154,No Nitrogen,Aug20,13.23819535
3075,3075 and 3076,W153R,PI 587154,No Nitrogen,Aug30,10.64945343
3075,3075 and 3076,W153R,PI 587154,No Nitrogen,Aug22,12.63610531
3075,3075 and 3076,W153R,PI 587154,No Nitrogen,Aug12,14.84192133
3075,3075 and 3076,W153R,PI 587154,No Nitrogen,Sept3,4.624083164
3075,3075 and 3076,W153R,PI 587154,No Nitrogen,Aug23,15.94075495
3075,3075 and 3076,W153R,PI 587154,No Nitrogen,Sept5,3.725656224
3075,3075 and 3076,W153R,PI 587154,No Nitrogen,Aug16,9.617912756
3075,3075 and 3076,W153R,PI 587154,No Nitrogen,Sept1,5.796558965
3075,3075 and 3076,W153R,PI 587154,No Nitrogen,Aug14,11.47610014
3077,3077 and 3078,ND246,PI 550490,No Nitrogen,Aug16,23.69597057
3077,3077 and 3078,ND246,PI 550490,No Nitrogen,Sept1,11.49356631
3077,3077 and 3078,ND246,PI 550490,No Nitrogen,Aug20,36.31957145
3077,3077 and 3078,ND246,PI 550490,No Nitrogen,Aug14,32.13066228
3077,3077 and 3078,ND246,PI 550490,No Nitrogen,Aug23,44.70077046
3077,3077 and 3078,ND246,PI 550490,No Nitrogen,July6,35.71386683
3077,3077 and 3078,ND246,PI 550490,No Nitrogen,Aug22,34.01480289
3077,3077 and 3078,ND246,PI 550490,No Nitrogen,Sept3,9.4465035
3077,3077 and 3078,ND246,PI 550490,No Nitrogen,Sept5,4.472509651
3077,3077 and 3078,ND246,PI 550490,No Nitrogen,Aug30,27.53012171
3077,3077 and 3078,ND246,PI 550490,No Nitrogen,Aug12,40.52378144
3077,3077 and 3078,ND246,PI 550490,No Nitrogen,Aug26,38.40482105
3079,3079 and 3080,P39,Ames 28186,No Nitrogen,Aug16,15.93869732
3079,3079 and 3080,P39,Ames 28186,No Nitrogen,Aug12,30.0543028
3079,3079 and 3080,P39,Ames 28186,No Nitrogen,Aug30,16.82073037
3079,3079 and 3080,P39,Ames 28186,No Nitrogen,Aug22,21.59216324
3079,3079 and 3080,P39,Ames 28186,No Nitrogen,Aug14,17.03946134
3079,3079 and 3080,P39,Ames 28186,No Nitrogen,Aug23,27.7515828
3079,3079 and 3080,P39,Ames 28186,No Nitrogen,Aug26,24.77127766
3079,3079 and 3080,P39,Ames 28186,No Nitrogen,July6,36.31750351
3079,3079 and 3080,P39,Ames 28186,No Nitrogen,Sept1,6.825524504
3079,3079 and 3080,P39,Ames 28186,No Nitrogen,Aug20,18.33215731
3079,3079 and 3080,P39,Ames 28186,No Nitrogen,Sept5,2.378047905
3079,3079 and 3080,P39,Ames 28186,No Nitrogen,Sept3,4.979798992
3081,3081 and 3082,Va59,Ames 19016,No Nitrogen,Aug26,29.7619934
3081,3081 and 3082,Va59,Ames 19016,No Nitrogen,Aug14,22.15296742
3081,3081 and 3082,Va59,Ames 19016,No Nitrogen,Sept1,17.27074589
3081,3081 and 3082,Va59,Ames 19016,No Nitrogen,Aug22,24.64382808
3081,3081 and 3082,Va59,Ames 19016,No Nitrogen,Aug16,17.03750571
3081,3081 and 3082,Va59,Ames 19016,No Nitrogen,Aug23,34.06353688
3081,3081 and 3082,Va59,Ames 19016,No Nitrogen,July6,10.27237932
3081,3081 and 3082,Va59,Ames 19016,No Nitrogen,Aug30,26.37558956
3081,3081 and 3082,Va59,Ames 19016,No Nitrogen,Sept3,17.85190379
3081,3081 and 3082,Va59,Ames 19016,No Nitrogen,Aug12,25.70790809
3081,3081 and 3082,Va59,Ames 19016,No Nitrogen,Sept5,15.87795462
3081,3081 and 3082,Va59,Ames 19016,No Nitrogen,Aug20,25.72555909
3083,3083 and 3084,SD44,PI 524969,No Nitrogen,Sept3,48.00138012
3083,3083 and 3084,SD44,PI 524969,No Nitrogen,Aug16,59.74082276
3083,3083 and 3084,SD44,PI 524969,No Nitrogen,Aug22,74.11225947
3083,3083 and 3084,SD44,PI 524969,No Nitrogen,Aug14,78.03756436
3083,3083 and 3084,SD44,PI 524969,No Nitrogen,Aug30,68.59253569
3083,3083 and 3084,SD44,PI 524969,No Nitrogen,Sept5,47.68868669
3083,3083 and 3084,SD44,PI 524969,No Nitrogen,Sept1,68.90538349
3083,3083 and 3084,SD44,PI 524969,No Nitrogen,Aug20,79.17515084
3083,3083 and 3084,SD44,PI 524969,No Nitrogen,Aug26,67.70677514
3083,3083 and 3084,SD44,PI 524969,No Nitrogen,Aug23,70.6776064
3083,3083 and 3084,SD44,PI 524969,No Nitrogen,July6,39.60857446
3083,3083 and 3084,SD44,PI 524969,No Nitrogen,Aug12,70.49161942
3101,3101 and 3102,CML108,Ames 27082,No Nitrogen,Sept3,54.4305319
3101,3101 and 3102,CML108,Ames 27082,No Nitrogen,Sept5,62.51123007
3101,3101 and 3102,CML108,Ames 27082,No Nitrogen,Aug14,63.4670947
3101,3101 and 3102,CML108,Ames 27082,No Nitrogen,Aug22,66.43084858
3101,3101 and 3102,CML108,Ames 27082,No Nitrogen,Aug12,66.88325079
3101,3101 and 3102,CML108,Ames 27082,No Nitrogen,July6,33.41660705
3101,3101 and 3102,CML108,Ames 27082,No Nitrogen,Aug20,64.43039615
3101,3101 and 3102,CML108,Ames 27082,No Nitrogen,Sept1,82.03239277
3101,3101 and 3102,CML108,Ames 27082,No Nitrogen,Aug30,66.98381385
3101,3101 and 3102,CML108,Ames 27082,No Nitrogen,Aug16,64.62558731
3101,3101 and 3102,CML108,Ames 27082,No Nitrogen,Aug26,71.82366439
3101,3101 and 3102,CML108,Ames 27082,No Nitrogen,Aug23,70.87118286
3111,3111 and 3112,B68,PI 550465,No Nitrogen,Aug12,58.41150742
3111,3111 and 3112,B68,PI 550465,No Nitrogen,Aug23,60.29551489
3111,3111 and 3112,B68,PI 550465,No Nitrogen,Aug22,56.15543876
3111,3111 and 3112,B68,PI 550465,No Nitrogen,Aug20,64.57267111
3111,3111 and 3112,B68,PI 550465,No Nitrogen,Aug26,77.7937968
3111,3111 and 3112,B68,PI 550465,No Nitrogen,Aug30,62.7698297
3111,3111 and 3112,B68,PI 550465,No Nitrogen,Sept5,52.50792922
3111,3111 and 3112,B68,PI 550465,No Nitrogen,Sept3,48.78560219
3111,3111 and 3112,B68,PI 550465,No Nitrogen,Aug16,58.57077577
3111,3111 and 3112,B68,PI 550465,No Nitrogen,Sept1,81.42101309
3111,3111 and 3112,B68,PI 550465,No Nitrogen,Aug14,57.77657335
3111,3111 and 3112,B68,PI 550465,No Nitrogen,July6,39.52373692
3115,3115 and 3116,NC340,Ames 27166,No Nitrogen,Aug14,65.36449105
3115,3115 and 3116,NC340,Ames 27166,No Nitrogen,Aug16,62.81298698
3115,3115 and 3116,NC340,Ames 27166,No Nitrogen,Aug23,66.47249823
3115,3115 and 3116,NC340,Ames 27166,No Nitrogen,July6,36.27137065
3115,3115 and 3116,NC340,Ames 27166,No Nitrogen,Sept3,51.53516534
3115,3115 and 3116,NC340,Ames 27166,No Nitrogen,Aug30,75.50168903
3115,3115 and 3116,NC340,Ames 27166,No Nitrogen,Aug20,67.63820687
3115,3115 and 3116,NC340,Ames 27166,No Nitrogen,Aug22,62.55968796
3115,3115 and 3116,NC340,Ames 27166,No Nitrogen,Sept1,64.63103515
3115,3115 and 3116,NC340,Ames 27166,No Nitrogen,Aug26,69.09659472
3115,3115 and 3116,NC340,Ames 27166,No Nitrogen,Sept5,56.9055239
3115,3115 and 3116,NC340,Ames 27166,No Nitrogen,Aug12,65.91875201
3117,3117 and 3118,NC346,Ames 27169,No Nitrogen,Aug14,69.63623856
3117,3117 and 3118,NC346,Ames 27169,No Nitrogen,July6,26.04121462
3117,3117 and 3118,NC346,Ames 27169,No Nitrogen,Aug22,63.38924234
3117,3117 and 3118,NC346,Ames 27169,No Nitrogen,Sept3,40.60658675
3117,3117 and 3118,NC346,Ames 27169,No Nitrogen,Aug30,69.96587031
3117,3117 and 3118,NC346,Ames 27169,No Nitrogen,Aug23,61.62035927
3117,3117 and 3118,NC346,Ames 27169,No Nitrogen,Aug20,66.25808217
3117,3117 and 3118,NC346,Ames 27169,No Nitrogen,Aug12,68.18601151
3117,3117 and 3118,NC346,Ames 27169,No Nitrogen,Sept1,60.18014861
3117,3117 and 3118,NC346,Ames 27169,No Nitrogen,Aug26,63.80828612
3117,3117 and 3118,NC346,Ames 27169,No Nitrogen,Sept5,46.91887082
3117,3117 and 3118,NC346,Ames 27169,No Nitrogen,Aug16,67.39639355
3119,3119 and 3120,NC318,Ames 27155,No Nitrogen,Sept1,87.48277757
3119,3119 and 3120,NC318,Ames 27155,No Nitrogen,Aug12,79.04331562
3119,3119 and 3120,NC318,Ames 27155,No Nitrogen,Aug30,79.5125826
3119,3119 and 3120,NC318,Ames 27155,No Nitrogen,Aug23,77.60817639
3119,3119 and 3120,NC318,Ames 27155,No Nitrogen,Sept5,71.95195109
3119,3119 and 3120,NC318,Ames 27155,No Nitrogen,July6,35.83662714
3119,3119 and 3120,NC318,Ames 27155,No Nitrogen,Aug22,74.80462583
3119,3119 and 3120,NC318,Ames 27155,No Nitrogen,Aug14,78.83804799
3119,3119 and 3120,NC318,Ames 27155,No Nitrogen,Aug16,70.76593202
3119,3119 and 3120,NC318,Ames 27155,No Nitrogen,Aug20,82.58744582
3119,3119 and 3120,NC318,Ames 27155,No Nitrogen,Sept3,60.4500985
3119,3119 and 3120,NC318,Ames 27155,No Nitrogen,Aug26,80.1208421
3121,3121 and 3122,GA209,Ames 10248,No Nitrogen,Aug20,77.18416543
3121,3121 and 3122,GA209,Ames 10248,No Nitrogen,Aug30,76.31317848
3121,3121 and 3122,GA209,Ames 10248,No Nitrogen,Aug14,70.68854099
3121,3121 and 3122,GA209,Ames 10248,No Nitrogen,Sept5,59.4414386
3121,3121 and 3122,GA209,Ames 10248,No Nitrogen,Sept3,56.53856
3121,3121 and 3122,GA209,Ames 10248,No Nitrogen,Aug26,81.19682417
3121,3121 and 3122,GA209,Ames 10248,No Nitrogen,Aug22,71.05165366
3121,3121 and 3122,GA209,Ames 10248,No Nitrogen,Sept1,75.46357871
3121,3121 and 3122,GA209,Ames 10248,No Nitrogen,Aug12,73.89630734
3121,3121 and 3122,GA209,Ames 10248,No Nitrogen,Aug23,76.80723159
3121,3121 and 3122,GA209,Ames 10248,No Nitrogen,July6,34.13987638
3121,3121 and 3122,GA209,Ames 10248,No Nitrogen,Aug16,69.10752575
3123,3123 and 3124,M37W,Ames 27133,No Nitrogen,Aug23,49.10892672
3123,3123 and 3124,M37W,Ames 27133,No Nitrogen,Aug16,47.12128136
3123,3123 and 3124,M37W,Ames 27133,No Nitrogen,Aug30,53.40293114
3123,3123 and 3124,M37W,Ames 27133,No Nitrogen,Aug26,57.31087962
3123,3123 and 3124,M37W,Ames 27133,No Nitrogen,July6,17.19973571
3123,3123 and 3124,M37W,Ames 27133,No Nitrogen,Sept3,37.78178459
3123,3123 and 3124,M37W,Ames 27133,No Nitrogen,Aug14,51.54239019
3123,3123 and 3124,M37W,Ames 27133,No Nitrogen,Aug12,54.2130797
3123,3123 and 3124,M37W,Ames 27133,No Nitrogen,Sept1,46.83386029
3123,3123 and 3124,M37W,Ames 27133,No Nitrogen,Sept5,41.015514
3123,3123 and 3124,M37W,Ames 27133,No Nitrogen,Aug20,54.84526878
3123,3123 and 3124,M37W,Ames 27133,No Nitrogen,Aug22,47.88867375
3125,3125 and 3126,NC338,Ames 27165,No Nitrogen,Aug12,78.79875404
3125,3125 and 3126,NC338,Ames 27165,No Nitrogen,Sept5,57.64233126
3125,3125 and 3126,NC338,Ames 27165,No Nitrogen,Aug30,87.98361309
3125,3125 and 3126,NC338,Ames 27165,No Nitrogen,Aug26,68.06460856
3125,3125 and 3126,NC338,Ames 27165,No Nitrogen,Aug23,71.85475254
3125,3125 and 3126,NC338,Ames 27165,No Nitrogen,Aug22,69.42467652
3125,3125 and 3126,NC338,Ames 27165,No Nitrogen,Sept1,69.69595608
3125,3125 and 3126,NC338,Ames 27165,No Nitrogen,July6,43.59554779
3125,3125 and 3126,NC338,Ames 27165,No Nitrogen,Aug20,75.80663278
3125,3125 and 3126,NC338,Ames 27165,No Nitrogen,Sept3,51.84168642
3125,3125 and 3126,NC338,Ames 27165,No Nitrogen,Aug16,73.4181635
3125,3125 and 3126,NC338,Ames 27165,No Nitrogen,Aug14,71.79087365
3127,3127 and 3128,K64,Ames 27121,No Nitrogen,July6,32.09048295
3127,3127 and 3128,K64,Ames 27121,No Nitrogen,Sept3,46.32386168
3127,3127 and 3128,K64,Ames 27121,No Nitrogen,Aug16,68.15494393
3127,3127 and 3128,K64,Ames 27121,No Nitrogen,Aug23,66.12530376
3127,3127 and 3128,K64,Ames 27121,No Nitrogen,Sept1,72.20996631
3127,3127 and 3128,K64,Ames 27121,No Nitrogen,Aug22,66.23945594
3127,3127 and 3128,K64,Ames 27121,No Nitrogen,Aug14,68.86827458
3127,3127 and 3128,K64,Ames 27121,No Nitrogen,Aug12,70.71555969
3127,3127 and 3128,K64,Ames 27121,No Nitrogen,Aug30,69.51808175
3127,3127 and 3128,K64,Ames 27121,No Nitrogen,Aug20,73.18721829
3127,3127 and 3128,K64,Ames 27121,No Nitrogen,Aug26,72.35206657
3127,3127 and 3128,K64,Ames 27121,No Nitrogen,Sept5,52.55471519
3129,3129 and 3130,Pa91,PI 587147,No Nitrogen,Aug16,70.08119793
3129,3129 and 3130,Pa91,PI 587147,No Nitrogen,Sept3,49.25039233
3129,3129 and 3130,Pa91,PI 587147,No Nitrogen,Aug20,75.32076667
3129,3129 and 3130,Pa91,PI 587147,No Nitrogen,July6,33.24888675
3129,3129 and 3130,Pa91,PI 587147,No Nitrogen,Aug12,74.98344868
3129,3129 and 3130,Pa91,PI 587147,No Nitrogen,Aug22,69.96085532
3129,3129 and 3130,Pa91,PI 587147,No Nitrogen,Sept1,65.55221947
3129,3129 and 3130,Pa91,PI 587147,No Nitrogen,Aug14,69.81926581
3129,3129 and 3130,Pa91,PI 587147,No Nitrogen,Aug23,74.06016262
3129,3129 and 3130,Pa91,PI 587147,No Nitrogen,Sept5,56.755981
3129,3129 and 3130,Pa91,PI 587147,No Nitrogen,Aug26,72.6234875
3129,3129 and 3130,Pa91,PI 587147,No Nitrogen,Aug30,73.61830027
3131,3131 and 3132,T232,PI 550522,No Nitrogen,Aug30,59.92132422
3131,3131 and 3132,T232,PI 550522,No Nitrogen,Sept5,54.92730952
3131,3131 and 3132,T232,PI 550522,No Nitrogen,Aug23,54.12533928
3131,3131 and 3132,T232,PI 550522,No Nitrogen,Aug20,54.59326354
3131,3131 and 3132,T232,PI 550522,No Nitrogen,Sept3,48.35531515
3131,3131 and 3132,T232,PI 550522,No Nitrogen,Sept1,53.50673898
3131,3131 and 3132,T232,PI 550522,No Nitrogen,Aug14,48.88828667
3131,3131 and 3132,T232,PI 550522,No Nitrogen,July6,22.72629534
3131,3131 and 3132,T232,PI 550522,No Nitrogen,Aug12,55.66995764
3131,3131 and 3132,T232,PI 550522,No Nitrogen,Aug16,50.86505677
3131,3131 and 3132,T232,PI 550522,No Nitrogen,Aug26,61.42483581
3131,3131 and 3132,T232,PI 550522,No Nitrogen,Aug22,49.70508769
3135,3135 and 3136,Tzi25,PI 506255,No Nitrogen,Sept3,45.53986221
3135,3135 and 3136,Tzi25,PI 506255,No Nitrogen,Aug26,74.33481566
3135,3135 and 3136,Tzi25,PI 506255,No Nitrogen,Aug23,62.15017863
3135,3135 and 3136,Tzi25,PI 506255,No Nitrogen,Aug22,57.74665203
3135,3135 and 3136,Tzi25,PI 506255,No Nitrogen,Aug16,56.37292465
3135,3135 and 3136,Tzi25,PI 506255,No Nitrogen,Sept1,69.35349851
3135,3135 and 3136,Tzi25,PI 506255,No Nitrogen,Aug30,56.85401628
3135,3135 and 3136,Tzi25,PI 506255,No Nitrogen,July6,28.66687778
3135,3135 and 3136,Tzi25,PI 506255,No Nitrogen,Sept5,52.79065429
3135,3135 and 3136,Tzi25,PI 506255,No Nitrogen,Aug20,63.02175885
3135,3135 and 3136,Tzi25,PI 506255,No Nitrogen,Aug12,61.24277802
3135,3135 and 3136,Tzi25,PI 506255,No Nitrogen,Aug14,57.8316066
3137,3137 and 3138,DE2,PI 606330,No Nitrogen,Sept3,44.11521809
3137,3137 and 3138,DE2,PI 606330,No Nitrogen,Aug20,50.41631266
3137,3137 and 3138,DE2,PI 606330,No Nitrogen,Aug22,46.42235466
3137,3137 and 3138,DE2,PI 606330,No Nitrogen,Aug14,51.86341748
3137,3137 and 3138,DE2,PI 606330,No Nitrogen,Aug26,59.66545057
3137,3137 and 3138,DE2,PI 606330,No Nitrogen,Sept5,52.70827653
3137,3137 and 3138,DE2,PI 606330,No Nitrogen,Sept1,66.35765844
3137,3137 and 3138,DE2,PI 606330,No Nitrogen,Aug23,54.59921681
3137,3137 and 3138,DE2,PI 606330,No Nitrogen,July6,23.41476955
3137,3137 and 3138,DE2,PI 606330,No Nitrogen,Aug16,50.10205397
3137,3137 and 3138,DE2,PI 606330,No Nitrogen,Aug30,45.57434192
3137,3137 and 3138,DE2,PI 606330,No Nitrogen,Aug12,54.00143987
3139,3139 and 3140,Il101T,Ames 27119,No Nitrogen,Aug14,44.73285944
3139,3139 and 3140,Il101T,Ames 27119,No Nitrogen,Aug26,47.24777369
3139,3139 and 3140,Il101T,Ames 27119,No Nitrogen,Aug20,34.36631482
3139,3139 and 3140,Il101T,Ames 27119,No Nitrogen,Aug12,46.76371951
3139,3139 and 3140,Il101T,Ames 27119,No Nitrogen,Aug16,38.27222984
3139,3139 and 3140,Il101T,Ames 27119,No Nitrogen,July6,24.94223619
3139,3139 and 3140,Il101T,Ames 27119,No Nitrogen,Sept5,24.09133311
3139,3139 and 3140,Il101T,Ames 27119,No Nitrogen,Aug23,35.3490148
3139,3139 and 3140,Il101T,Ames 27119,No Nitrogen,Sept3,21.36031253
3139,3139 and 3140,Il101T,Ames 27119,No Nitrogen,Aug22,29.813944
3139,3139 and 3140,Il101T,Ames 27119,No Nitrogen,Sept1,29.19729538
3139,3139 and 3140,Il101T,Ames 27119,No Nitrogen,Aug30,22.90064564
3141,3141 and 3142,KUI2021,Ames 27129,No Nitrogen,Aug14,82.63700986
3141,3141 and 3142,KUI2021,Ames 27129,No Nitrogen,Aug23,82.34754374
3141,3141 and 3142,KUI2021,Ames 27129,No Nitrogen,Sept3,69.15734526
3141,3141 and 3142,KUI2021,Ames 27129,No Nitrogen,Aug12,77.25324062
3141,3141 and 3142,KUI2021,Ames 27129,No Nitrogen,Sept5,70.69820175
3141,3141 and 3142,KUI2021,Ames 27129,No Nitrogen,Aug26,84.90737168
3141,3141 and 3142,KUI2021,Ames 27129,No Nitrogen,July6,41.42769457
3141,3141 and 3142,KUI2021,Ames 27129,No Nitrogen,Aug22,81.59473377
3141,3141 and 3142,KUI2021,Ames 27129,No Nitrogen,Sept1,79.70315034
3141,3141 and 3142,KUI2021,Ames 27129,No Nitrogen,Aug20,82.10129171
3141,3141 and 3142,KUI2021,Ames 27129,No Nitrogen,Aug16,80.43493034
3141,3141 and 3142,KUI2021,Ames 27129,No Nitrogen,Aug30,84.58286416
3143,3143 and 3144,C49A,Ames 27067,No Nitrogen,Sept1,9.15211222
3143,3143 and 3144,C49A,Ames 27067,No Nitrogen,Aug20,23.32474115
3143,3143 and 3144,C49A,Ames 27067,No Nitrogen,Aug14,20.99018157
3143,3143 and 3144,C49A,Ames 27067,No Nitrogen,Aug16,16.93510024
3143,3143 and 3144,C49A,Ames 27067,No Nitrogen,Aug22,14.96578682
3143,3143 and 3144,C49A,Ames 27067,No Nitrogen,Sept3,10.20935591
3143,3143 and 3144,C49A,Ames 27067,No Nitrogen,Aug12,23.21417589
3143,3143 and 3144,C49A,Ames 27067,No Nitrogen,July6,31.84496233
3143,3143 and 3144,C49A,Ames 27067,No Nitrogen,Aug30,10.02970709
3143,3143 and 3144,C49A,Ames 27067,No Nitrogen,Aug26,19.31623585
3143,3143 and 3144,C49A,Ames 27067,No Nitrogen,Aug23,18.35898073
3143,3143 and 3144,C49A,Ames 27067,No Nitrogen,Sept5,7.116921885
3145,3145 and 3146,A661,PI 607521,No Nitrogen,Sept5,33.37390031
3145,3145 and 3146,A661,PI 607521,No Nitrogen,July6,33.4474926
3145,3145 and 3146,A661,PI 607521,No Nitrogen,Aug26,44.63193471
3145,3145 and 3146,A661,PI 607521,No Nitrogen,Aug14,50.27454087
3145,3145 and 3146,A661,PI 607521,No Nitrogen,Aug12,50.2121825
3145,3145 and 3146,A661,PI 607521,No Nitrogen,Aug30,38.0591174
3145,3145 and 3146,A661,PI 607521,No Nitrogen,Sept1,38.07544154
3145,3145 and 3146,A661,PI 607521,No Nitrogen,Aug23,48.39885038
3145,3145 and 3146,A661,PI 607521,No Nitrogen,Aug22,43.36146945
3145,3145 and 3146,A661,PI 607521,No Nitrogen,Sept3,28.9610115
3145,3145 and 3146,A661,PI 607521,No Nitrogen,Aug16,41.38727782
3145,3145 and 3146,A661,PI 607521,No Nitrogen,Aug20,40.38189594
3147,3147 and 3148,B75,PI 608774,No Nitrogen,Aug23,37.81252682
3147,3147 and 3148,B75,PI 608774,No Nitrogen,Aug20,32.69530406
3147,3147 and 3148,B75,PI 608774,No Nitrogen,Sept3,26.06742573
3147,3147 and 3148,B75,PI 608774,No Nitrogen,Aug12,39.11827591
3147,3147 and 3148,B75,PI 608774,No Nitrogen,Aug26,37.57025245
