V1,V2,da
Mt,263524,2
Mt,263525,2
Mt,263526,1
Mt,263528,2
Mt,263529,4
Mt,263530,4
Mt,263531,2
Mt,263533,1
Mt,263535,1
Mt,263536,6
Mt,263538,2
Mt,263542,2
Mt,263543,4
Mt,263544,4
Mt,263545,4
Mt,263546,1
Mt,263547,2
Mt,263549,6
Mt,263550,2
Mt,263551,4
Mt,263553,4
Mt,263554,4
Mt,263557,2
Mt,263558,4
Mt,263559,2
Mt,263560,6
Mt,263562,5
Mt,263564,2
Mt,263565,4
Mt,263566,4
Mt,263567,1
Mt,263568,6
Mt,263569,4
Mt,263570,3
Mt,263571,2
Mt,263572,8
Mt,263574,4
Mt,263576,2
Mt,263577,2
Mt,263578,4
Mt,263580,2
Mt,263581,4
Mt,263582,3
Mt,263583,2
Mt,263586,4
Mt,263587,4
Mt,263588,2
Mt,263589,3
Mt,263590,4
Mt,263591,4
Mt,263592,4
Mt,263593,6
Mt,263594,2
Mt,263596,4
Mt,263597,3
Mt,263598,2
Mt,263600,1
Mt,263602,2
Mt,263603,4
Mt,263604,3
Mt,263605,4
Mt,263606,1
Mt,263607,6
Mt,263611,4
Mt,263612,2
Mt,263614,1
Mt,263615,4
Mt,263617,4
Mt,263620,5
Mt,263622,2
Mt,263625,2
Mt,263626,5
Mt,263627,2
Mt,263628,2
Mt,263629,2
Mt,263630,4
Mt,263634,1
Mt,263635,4
Mt,263636,4
Mt,263637,1
Mt,263638,2
Mt,263639,2
Mt,263641,2
Mt,263643,1
Mt,263644,1
Mt,263646,6
Mt,263647,2
Mt,263649,4
Mt,263650,5
Mt,263651,2
Mt,263652,1
Mt,263653,4
Mt,263654,1
Mt,263655,2
Mt,263656,2
Mt,263657,6
Mt,263659,1
Mt,263661,1
Mt,263662,1
Mt,263663,3
Mt,263664,4
Mt,263667,4
Mt,263673,2
Mt,263674,8
Mt,263676,2
Mt,263677,4
Mt,263680,4
Mt,263681,5
Mt,263682,2
Mt,263683,2
Mt,263684,2
Mt,263685,1
Mt,263687,4
Mt,263688,4
Mt,263690,3
Mt,263691,2
Mt,263692,2
Mt,263694,2
Mt,263695,1
Mt,263696,1
Mt,263699,2
Mt,263701,1
Mt,263702,4
Mt,263704,6
Mt,263705,5
Mt,263706,4
Mt,263707,6
Mt,263708,1
Mt,263709,4
Mt,263710,4
Mt,263711,2
Mt,263712,2
Mt,263714,8
Mt,263716,1
Mt,263717,2
Mt,263718,4
Mt,263719,4
Mt,263722,6
Mt,263723,6
Mt,263727,4
Mt,263733,2
Mt,263734,4
Mt,263736,2
Mt,263739,2
Mt,263740,4
Mt,263741,2
Mt,263742,2
Mt,263743,2
Mt,263745,2
Mt,263746,1
Mt,263747,4
Mt,263748,4
Mt,263749,2
Mt,263751,2
Mt,263752,2
Mt,263753,4
Mt,263754,4
Mt,263755,6
Mt,263757,4
Mt,263758,2
Mt,263759,2
Mt,263760,4
Mt,263762,2
Mt,263766,1
Mt,263768,1
Mt,263769,2
Mt,263771,4
Mt,263772,2
Mt,263774,2
Mt,263779,6
Mt,263781,3
Mt,263783,4
Mt,263784,4
Mt,263785,2
Mt,263786,6
Mt,263787,2
Mt,263789,2
Mt,263790,2
Mt,263791,2
Mt,263792,2
Mt,263793,2
Mt,263794,4
Mt,263795,1
Mt,263796,1
Mt,263797,3
Mt,263798,4
Mt,263799,6
Mt,263801,1
Mt,263802,2
Mt,263804,2
Mt,263805,1
Mt,263806,4
Mt,263807,1
Mt,263808,4
Mt,263809,2
Mt,263810,4
Mt,263811,1
Mt,263812,4
Mt,263813,4
Mt,263819,2
Mt,263820,2
Mt,263821,2
Mt,263822,2
Mt,263823,2
Mt,263824,2
Mt,263830,2
Mt,263831,4
Mt,263832,6
Mt,263833,4
Mt,263837,4
Mt,263838,4
Mt,263840,2
Mt,263843,4
Mt,263846,4
Mt,263847,1
Mt,263848,4
Mt,263850,4
Mt,263851,4
Mt,263852,2
Mt,263854,4
Mt,263855,3
Mt,263856,3
Mt,263857,2
Mt,263858,2
Mt,263859,4
Mt,263860,4
Mt,263861,2
Mt,263863,2
Mt,263864,2
Mt,263865,7
Mt,263866,2
Mt,263867,2
Mt,263868,3
Mt,263871,3
Mt,263874,1
Mt,263877,2
Mt,263878,2
Mt,263879,6
Mt,263880,1
Mt,263881,2
Mt,263882,2
Mt,263883,2
Mt,263887,2
Mt,263889,2
Mt,263890,4
Mt,263892,4
Mt,263893,4
Mt,263895,4
Mt,263896,4
Mt,263897,3
Mt,263902,4
Mt,263903,2
Mt,263905,6
Mt,263907,2
Mt,263909,2
Mt,263910,1
Mt,263911,2
Mt,263912,4
Mt,263915,6
Mt,263916,2
Mt,263917,3
Mt,263918,1
Mt,263919,2
Mt,263920,4
Mt,263922,6
Mt,263923,4
Mt,263924,4
Mt,263925,4
Mt,263926,2
Mt,263928,2
Mt,263929,4
Mt,263933,6
Mt,263934,1
Mt,263935,4
Mt,263936,2
Mt,263937,4
Mt,263939,2
Mt,263940,3
Mt,263943,2
Mt,263944,5
Mt,263946,4
Mt,263947,2
Mt,263948,4
Mt,263951,3
Mt,263953,1
Mt,263955,8
Mt,263956,4
Mt,263958,5
Mt,263959,4
Mt,263960,2
Mt,263961,3
Mt,263962,4
Mt,263963,5
Mt,263964,2
Mt,263966,2
Mt,263969,4
Mt,263970,3
Mt,263971,8
Mt,263972,4
Mt,263973,6
Mt,263975,3
Mt,263976,2
Mt,263978,1
Mt,263979,2
Mt,263980,8
Mt,263981,4
Mt,263982,2
Mt,263983,1
Mt,263984,1
Mt,263987,4
Mt,263989,6
Mt,263990,4
Mt,263991,2
Mt,263992,2
Mt,263993,6
Mt,263994,4
Mt,263996,2
Mt,263997,4
Mt,263998,2
Mt,264001,2
Mt,264003,4
Mt,264004,3
Mt,264005,4
Mt,264006,2
Mt,264007,3
Mt,264008,2
Mt,264009,2
Mt,264010,4
Mt,264012,8
Mt,264013,4
Mt,264014,4
Mt,264016,5
Mt,264018,1
Mt,264019,4
Mt,264020,4
Mt,264021,4
Mt,264023,2
Mt,264026,4
Mt,264028,6
Mt,264029,2
Mt,264031,4
Mt,264032,1
Mt,264033,2
Mt,264035,2
Mt,264036,1
Mt,264037,4
Mt,264039,2
Mt,264040,4
Mt,264042,2
Mt,264043,4
Mt,264044,4
Mt,264045,4
Mt,264047,2
Mt,264048,4
Mt,264050,2
Mt,264052,2
Mt,264053,9
Mt,264054,4
Mt,264059,3
Mt,264060,2
Mt,264061,2
Mt,264062,1
Mt,264063,2
Mt,264064,2
Mt,264065,4
Mt,264066,4
Mt,264067,4
Mt,264068,4
Mt,264069,2
Mt,264070,2
Mt,264071,4
Mt,264072,6
Mt,264074,2
Mt,264075,1
Mt,264076,1
Mt,264077,2
Mt,264078,2
Mt,264079,6
Mt,264080,4
Mt,264081,2
Mt,264083,2
Mt,264085,2
Mt,264086,4
Mt,264087,1
Mt,264089,4
Mt,264091,2
Mt,264092,2
Mt,264093,2
Mt,264095,2
Mt,264099,8
Mt,264100,2
Mt,264101,2
Mt,264102,2
Mt,264103,2
Mt,264104,1
Mt,264105,2
Mt,264106,1
Mt,264108,4
Mt,264109,2
Mt,264110,2
Mt,264111,4
Mt,264112,2
Mt,264113,4
Mt,264116,4
Mt,264117,2
Mt,264118,2
Mt,264120,4
Mt,264121,3
Mt,264124,4
Mt,264126,4
Mt,264128,4
Mt,264130,2
Mt,264131,1
Mt,264132,5
Mt,264133,2
Mt,264134,4
Mt,264135,5
Mt,264136,2
Mt,264137,4
Mt,264139,2
Mt,264140,2
Mt,264141,8
Mt,264142,2
Mt,264143,2
Mt,264144,2
Mt,264145,2
Mt,264146,2
Mt,264147,2
Mt,264148,7
Mt,264151,4
Mt,264152,2
Mt,264153,2
Mt,264155,2
Mt,264156,4
Mt,264158,4
Mt,264159,3
Mt,264160,2
Mt,264161,2
Mt,264162,4
Mt,264164,8
Mt,264165,1
Mt,264166,4
Mt,264167,4
Mt,264171,2
Mt,264173,2
Mt,264174,4
Mt,264176,1
Mt,264177,2
Mt,264178,1
Mt,264179,6
Mt,264182,4
Mt,264185,2
Mt,264186,2
Mt,264187,1
Mt,264188,2
Mt,264189,4
Mt,264190,4
Mt,264191,4
Mt,264192,2
Mt,264193,2
Mt,264194,2
Mt,264195,2
Mt,264196,4
Mt,264197,4
Mt,264198,2
Mt,264199,4
Mt,264200,8
Mt,264201,2
Mt,264202,3
Mt,264203,2
Mt,264204,2
Mt,264206,2
Mt,264208,3
Mt,264209,1
Mt,264210,6
Mt,264212,1
Mt,264213,4
Mt,264215,4
Mt,264218,2
Mt,264219,2
Mt,264221,6
Mt,264223,4
Mt,264224,2
Mt,264226,2
Mt,264227,2
Mt,264228,4
Mt,264230,3
Mt,264231,6
Mt,264233,2
Mt,264236,2
Mt,264237,2
Mt,264238,1
Mt,264239,5
Mt,264240,1
Mt,264242,4
Mt,264243,2
Mt,264246,4
Mt,264248,1
Mt,264249,6
Mt,264251,2
Mt,264252,6
Mt,264253,2
Mt,264255,5
Mt,264256,2
Mt,264258,2
Mt,264259,2
Mt,264260,4
Mt,264261,1
Mt,264262,1
Mt,264263,2
Mt,264264,6
Mt,264265,4
Mt,264266,2
Mt,264267,4
Mt,264268,2
Mt,264269,2
Mt,264271,3
Mt,264272,4
Mt,264273,4
Mt,264277,2
Mt,264279,2
Mt,264280,2
Mt,264281,2
Mt,264282,2
Mt,264284,1
Mt,264285,4
Mt,264286,2
Mt,264287,4
Mt,264288,1
Mt,264291,4
Mt,264292,4
Mt,264293,2
Mt,264294,1
Mt,264295,1
Mt,264296,2
Mt,264297,2
Mt,264298,6
Mt,264299,3
Mt,264300,2
Mt,264301,4
Mt,264303,1
Mt,264306,1
Mt,264307,4
Mt,264308,1
Mt,264310,4
Mt,264311,5
Mt,264312,4
Mt,264313,2
Mt,264314,2
Mt,264315,3
Mt,264316,2
Mt,264317,2
Mt,264318,5
Mt,264319,8
Mt,264320,4
Mt,264322,2
Mt,264323,4
Mt,264324,5
Mt,264327,2
Mt,264328,4
Mt,264329,2
Mt,264331,1
Mt,264333,2
Mt,264334,1
Mt,264336,1
Mt,264340,2
Mt,264341,4
Mt,264342,4
Mt,264343,2
Mt,264345,2
Mt,264346,1
Mt,264347,2
Mt,264348,2
Mt,264349,2
Mt,264351,5
Mt,264352,2
Mt,264353,4
Mt,264355,4
Mt,264356,2
Mt,264358,2
Mt,264359,2
Mt,264360,2
Mt,264361,5
Mt,264362,2
Mt,264363,4
Mt,264364,4
Mt,264365,6
Mt,264367,2
Mt,264369,1
Mt,264371,2
Mt,264374,4
Mt,264375,4
Mt,264377,4
Mt,264378,1
Mt,264379,3
Mt,264380,5
Mt,264381,3
Mt,264383,2
Mt,264384,2
Mt,264385,8
Mt,264387,4
Mt,264388,2
Mt,264389,2
Mt,264392,2
Mt,264393,1
Mt,264396,2
Mt,264397,4
Mt,264399,1
Mt,264402,4
Mt,264403,2
Mt,264405,4
Mt,264406,3
Mt,264407,2
Mt,264408,4
Mt,264409,2
Mt,264410,4
Mt,264411,4
Mt,264412,2
Mt,264413,2
Mt,264414,2
Mt,264415,2
Mt,264416,6
Mt,264417,2
Mt,264419,1
Mt,264421,1
Mt,264422,3
Mt,264424,2
Mt,264425,2
Mt,264426,4
Mt,264428,4
Mt,264429,4
Mt,264430,3
Mt,264431,4
Mt,264432,4
Mt,264435,4
Mt,264436,2
Mt,264437,2
Mt,264438,2
Mt,264440,4
Mt,264441,4
Mt,264442,2
Mt,264446,4
Mt,264451,2
Mt,264452,2
Mt,264454,2
Mt,264455,2
Mt,264458,4
Mt,264460,3
Mt,264461,2
Mt,264463,3
Mt,264464,4
Mt,264465,2
Mt,264466,2
Mt,264468,4
Mt,264469,3
Mt,264470,5
Mt,264471,2
Mt,264472,2
Mt,264476,1
Mt,264477,2
Mt,264478,8
Mt,264480,2
Mt,264481,2
Mt,264482,4
Mt,264483,2
Mt,264484,3
Mt,264486,2
Mt,264487,3
Mt,264488,2
Mt,264490,4
Mt,264491,1
Mt,264492,1
Mt,264496,4
Mt,264497,2
Mt,264498,2
Mt,264500,1
Mt,264502,1
Mt,264503,2
Mt,264504,2
Mt,264506,3
Mt,264507,2
Mt,264508,1
Mt,264510,1
Mt,264511,4
Mt,264512,2
Mt,264513,2
Mt,264514,4
Mt,264517,6
Mt,264518,2
Mt,264521,6
Mt,264522,2
Mt,264523,2
Mt,264526,2
Mt,264527,2
Mt,264528,2
Mt,264529,2
Mt,264530,2
Mt,264531,4
Mt,264534,3
Mt,264535,2
Mt,264536,2
Mt,264538,2
Mt,264539,4
Mt,264540,2
Mt,264541,2
Mt,264542,2
Mt,264543,2
Mt,264544,4
Mt,264545,2
Mt,264547,1
Mt,264548,2
Mt,264549,2
Mt,264550,4
Mt,264551,1
Mt,264552,2
Mt,264553,4
Mt,264555,4
Mt,264556,4
Mt,264557,2
Mt,264558,1
Mt,264559,4
Mt,264561,4
Mt,264563,4
Mt,264564,6
Mt,264565,2
Mt,264566,8
Mt,264567,2
Mt,264568,3
Mt,264569,2
Mt,264570,2
Mt,264572,2
Mt,264574,2
Mt,264575,6
Mt,264576,2
Mt,264578,2
Mt,264579,3
Mt,264580,2
Mt,264581,2
Mt,264582,2
Mt,264585,2
Mt,264586,4
Mt,264587,1
Mt,264588,2
Mt,264589,2
Mt,264590,6
Mt,264592,2
Mt,264593,6
Mt,264594,1
Mt,264595,1
Mt,264597,2
Mt,264598,4
Mt,264599,8
Mt,264600,1
Mt,264601,4
Mt,264602,2
Mt,264603,4
Mt,264605,5
Mt,264606,4
Mt,264607,2
Mt,264608,2
Mt,264609,2
Mt,264613,4
Mt,264614,4
Mt,264615,1
Mt,264616,2
Mt,264618,2
Mt,264619,5
Mt,264620,4
Mt,264621,2
Mt,264623,4
Mt,264626,2
Mt,264628,4
Mt,264631,2
Mt,264632,2
Mt,264634,4
Mt,264635,2
Mt,264636,2
Mt,264637,5
Mt,264638,4
Mt,264639,6
Mt,264640,4
Mt,264641,2
Mt,264642,4
Mt,264643,4
Mt,264644,4
Mt,264647,2
Mt,264648,2
Mt,264649,3
Mt,264650,1
Mt,264651,4
Mt,264652,4
Mt,264653,2
Mt,264656,4
Mt,264657,2
Mt,264658,2
Mt,264659,4
Mt,264661,4
Mt,264662,2
Mt,264663,4
Mt,264664,4
Mt,264667,4
Mt,264669,2
Mt,264670,2
Mt,264671,1
Mt,264672,2
Mt,264673,5
Mt,264675,2
Mt,264676,1
Mt,264677,2
Mt,264678,2
Mt,264679,4
Mt,264680,2
Mt,264681,2
Mt,264682,2
Mt,264683,1
Mt,264684,2
Mt,264685,4
Mt,264686,2
Mt,264687,2
Mt,264689,4
Mt,264690,2
Mt,264694,2
Mt,264695,2
Mt,264697,2
Mt,264701,1
Mt,264702,4
Mt,264705,2
Mt,264706,4
Mt,264707,6
Mt,264708,2
Mt,264709,2
Mt,264710,2
Mt,264712,3
Mt,264714,6
Mt,264715,2
Mt,264716,2
Mt,264717,2
Mt,264719,2
Mt,264720,4
Mt,264722,4
Mt,264723,2
Mt,264724,5
Mt,264725,2
Mt,264726,1
Mt,264728,2
Mt,264729,2
Mt,264731,1
Mt,264732,4
Mt,264733,2
Mt,264734,4
Mt,264739,4
Mt,264740,8
Mt,264742,4
Mt,264743,2
Mt,264744,2
Mt,264747,6
Mt,264748,2
Mt,264749,2
Mt,264750,2
Mt,264751,2
Mt,264752,4
Mt,264753,2
Mt,264754,2
Mt,264755,1
Mt,264756,4
Mt,264758,1
Mt,264759,4
Mt,264760,4
Mt,264761,4
Mt,264764,5
Mt,264765,2
Mt,264769,1
Mt,264770,2
Mt,264771,2
Mt,264772,2
Mt,264774,4
Mt,264776,2
Mt,264777,1
Mt,264778,2
Mt,264779,4
Mt,264780,4
Mt,264781,4
Mt,264783,2
Mt,264784,5
Mt,264785,1
Mt,264786,2
Mt,264788,4
Mt,264789,2
Mt,264791,1
Mt,264792,6
Mt,264793,4
Mt,264794,4
Mt,264798,2
Mt,264800,4
Mt,264804,4
Mt,264805,1
Mt,264806,2
Mt,264809,2
Mt,264813,4
Mt,264814,4
Mt,264815,1
Mt,264816,2
Mt,264817,4
Mt,264819,2
Mt,264820,4
Mt,264822,4
Mt,264824,4
Mt,264825,4
Mt,264829,6
Mt,264834,4
Mt,264837,1
Mt,264838,2
Mt,264839,2
Mt,264841,2
Mt,264842,2
Mt,264843,2
Mt,264845,2
Mt,264846,1
Mt,264847,1
Mt,264848,2
Mt,264849,2
Mt,264850,2
Mt,264852,6
Mt,264853,2
Mt,264856,4
Mt,264857,2
Mt,264860,1
Mt,264861,2
Mt,264862,6
Mt,264863,3
Mt,264864,2
Mt,264865,3
Mt,264866,2
Mt,264867,4
Mt,264868,4
Mt,264869,2
Mt,264870,2
Mt,264871,4
Mt,264872,4
Mt,264873,2
Mt,264874,2
Mt,264875,2
Mt,264877,2
Mt,264878,2
Mt,264879,1
Mt,264881,2
Mt,264882,2
Mt,264883,4
Mt,264884,4
Mt,264886,2
Mt,264888,4
Mt,264889,6
Mt,264890,1
Mt,264894,2
Mt,264895,1
Mt,264897,2
Mt,264898,6
Mt,264899,2
Mt,264901,4
Mt,264902,6
Mt,264903,4
Mt,264906,1
Mt,264908,4
Mt,264909,2
Mt,264911,2
Mt,264912,2
Mt,264913,6
Mt,264914,4
Mt,264915,2
Mt,264916,6
Mt,264917,1
Mt,264919,4
Mt,264920,2
Mt,264921,4
Mt,264923,6
Mt,264924,2
Mt,264926,2
Mt,264927,2
Mt,264930,5
Mt,264931,2
Mt,264933,4
Mt,264934,1
Mt,264935,2
Mt,264936,2
Mt,264937,4
Mt,264939,2
Mt,264942,2
Mt,264943,1
Mt,264944,4
Mt,264945,2
Mt,264946,2
Mt,264947,2
Mt,264948,3
Mt,264949,4
Mt,264950,6
Mt,264953,6
Mt,264954,1
Mt,264955,2
Mt,264956,8
Mt,264957,2
Mt,264958,4
Mt,264959,4
Mt,264961,2
Mt,264962,4
Mt,264963,1
Mt,264964,6
Mt,264967,2
Mt,264968,2
Mt,264969,4
Mt,264972,2
Mt,264973,4
Mt,264974,6
Mt,264975,2
Mt,264976,2
Mt,264978,2
Mt,264980,4
Mt,264981,2
Mt,264982,1
Mt,264983,4
Mt,264985,3
Mt,264986,4
Mt,264987,7
Mt,264988,4
Mt,264989,1
Mt,264990,4
Mt,264991,2
Mt,264992,2
Mt,264994,4
Mt,264996,1
Mt,264997,2
Mt,264998,5
Mt,264999,1
Mt,265001,2
Mt,265002,3
Mt,265003,2
Mt,265005,4
Mt,265006,2
Mt,265007,2
Mt,265008,4
Mt,265009,4
Mt,265010,4
Mt,265011,2
Mt,265012,2
Mt,265013,2
Mt,265014,6
Mt,265016,4
Mt,265017,2
Mt,265018,4
Mt,265019,2
Mt,265020,3
Mt,265022,2
Mt,265023,4
Mt,265024,7
Mt,265025,2
Mt,265026,2
Mt,265027,4
Mt,265028,8
Mt,265030,8
Mt,265031,1
Mt,265032,4
Mt,265033,4
Mt,265036,2
Mt,265037,4
Mt,265038,3
Mt,265040,2
Mt,265041,2
Mt,265042,4
Mt,265044,4
Mt,265045,2
Mt,265047,4
Mt,265048,6
Mt,265049,4
Mt,265050,2
Mt,265051,4
Mt,265052,4
Mt,265053,4
Mt,265054,5
Mt,265055,2
Mt,265056,6
Mt,265058,5
Mt,265059,2
Mt,265062,4
Mt,265063,6
Mt,265064,4
Mt,265066,6
Mt,265067,6
Mt,265068,2
Mt,265069,2
Mt,265070,1
Mt,265071,1
Mt,265072,2
Mt,265073,2
Mt,265075,5
Mt,265076,2
Mt,265078,2
Mt,265079,4
Mt,265080,6
Mt,265081,2
Mt,265082,4
Mt,265083,1
Mt,265084,2
Mt,265085,2
Mt,265087,2
Mt,265089,1
Mt,265090,2
Mt,265092,6
Mt,265093,2
Mt,265094,5
Mt,265095,1
Mt,265098,6
Mt,265099,2
Mt,265100,1
Mt,265103,2
Mt,265106,2
Mt,265107,1
Mt,265109,2
Mt,265110,2
Mt,265111,2
Mt,265112,1
Mt,265113,6
Mt,265114,1
Mt,265115,5
Mt,265116,2
Mt,265118,4
Mt,265119,3
Mt,265121,4
Mt,265122,4
Mt,265123,2
Mt,265124,3
Mt,265126,5
Mt,265127,2
Mt,265129,4
Mt,265130,1
Mt,265131,2
Mt,265132,2
Mt,265133,2
Mt,265137,1
Mt,265138,3
Mt,265141,3
Mt,265142,4
Mt,265144,4
Mt,265145,2
Mt,265149,5
Mt,265151,4
Mt,265152,2
Mt,265153,2
Mt,265154,1
Mt,265155,8
Mt,265157,1
Mt,265158,4
Mt,265160,2
Mt,265161,5
Mt,265162,2
Mt,265163,1
Mt,265164,1
Mt,265165,6
Mt,265166,4
Mt,265170,2
Mt,265171,6
Mt,265173,2
Mt,265174,4
Mt,265177,4
Mt,265178,4
Mt,265179,2
Mt,265180,4
Mt,265181,4
Mt,265184,1
Mt,265186,6
Mt,265188,2
Mt,265189,2
Mt,265190,4
Mt,265192,2
Mt,265193,6
Mt,265194,2
Mt,265195,2
Mt,265196,4
Mt,265197,4
Mt,265198,1
Mt,265199,4
Mt,265200,2
Mt,265201,5
Mt,265202,2
Mt,265204,3
Mt,265205,2
Mt,265206,5
Mt,265207,3
Mt,265208,4
Mt,265209,1
Mt,265211,4
Mt,265212,2
Mt,265213,6
Mt,265214,2
Mt,265215,6
Mt,265217,1
Mt,265219,2
Mt,265220,2
Mt,265221,4
Mt,265223,4
Mt,265224,2
Mt,265227,2
Mt,265228,2
Mt,265231,3
Mt,265232,6
Mt,265233,1
Mt,265234,2
Mt,265235,2
Mt,265236,4
Mt,265239,4
Mt,265240,2
Mt,265241,2
Mt,265242,4
Mt,265243,1
Mt,265244,2
Mt,265245,4
Mt,265247,6
Mt,265248,2
Mt,265249,4
Mt,265250,2
Mt,265252,2
Mt,265254,3
Mt,265256,2
Mt,265258,2
Mt,265259,2
Mt,265260,2
Mt,265261,3
Mt,265264,4
Mt,265265,2
Mt,265267,2
Mt,265269,5
Mt,265270,2
Mt,265272,2
Mt,265274,2
Mt,265277,4
Mt,265278,2
Mt,265279,1
Mt,265280,4
Mt,265281,4
Mt,265282,4
Mt,265283,2
Mt,265286,2
Mt,265287,1
Mt,265290,1
Mt,265291,2
Mt,265293,4
Mt,265294,4
Mt,265295,4
Mt,265296,2
Mt,265299,4
Mt,265300,2
Mt,265301,2
Mt,265302,2
Mt,265304,2
Mt,265306,2
Mt,265308,1
Mt,265311,7
Mt,265314,4
Mt,265316,2
Mt,265317,2
Mt,265318,2
Mt,265319,4
Mt,265320,1
Mt,265321,2
Mt,265321,2
Mt,265322,5
Mt,265323,2
Mt,265324,6
Mt,265325,4
Mt,265327,4
Mt,265331,4
Mt,265332,1
Mt,265334,6
Mt,265335,1
Mt,265336,4
Mt,265337,2
Mt,265338,2
Mt,265342,2
Mt,265343,3
Mt,265344,4
Mt,265345,2
Mt,265346,2
Mt,265347,2
Mt,265349,6
Mt,265351,2
Mt,265352,4
Mt,265353,4
Mt,265355,2
Mt,265356,1
Mt,265357,5
Mt,265358,4
Mt,265359,2
Mt,265360,2
Mt,265363,1
Mt,265364,4
Mt,265365,2
Mt,265366,2
Mt,265368,4
Mt,265369,2
Mt,265370,2
Mt,265372,6
Mt,265374,2
Mt,265375,4
Mt,265377,4
Mt,265378,2
Mt,265379,4
Mt,265380,4
Mt,265382,2
Mt,265383,4
Mt,265384,2
Mt,265385,4
Mt,265386,6
Mt,265387,4
Mt,265388,4
Mt,265391,3
Mt,265393,1
Mt,265395,1
Mt,265396,2
Mt,265397,3
Mt,265398,2
Mt,265399,4
Mt,265400,2
Mt,265402,2
Mt,265404,2
Mt,265405,6
Mt,265406,4
Mt,265407,3
Mt,265408,2
Mt,265409,2
Mt,265411,2
Mt,265413,2
Mt,265414,2
Mt,265415,5
Mt,265416,4
Mt,265417,4
Mt,265419,4
Mt,265422,7
Mt,265423,4
Mt,265426,4
Mt,265427,2
Mt,265429,2
Mt,265430,1
Mt,265433,4
Mt,265434,2
Mt,265435,6
Mt,265436,2
Mt,265437,4
Mt,265438,2
Mt,265439,2
Mt,265440,2
Mt,265441,5
Mt,265443,4
Mt,265444,4
Mt,265445,2
Mt,265446,2
Mt,265447,2
Mt,265449,2
Mt,265450,2
Mt,265454,2
Mt,265456,2
Mt,265457,1
Mt,265458,8
Mt,265459,2
Mt,265461,1
Mt,265462,2
Mt,265463,1
Mt,265464,2
Mt,265466,2
Mt,265467,2
Mt,265468,1
Mt,265469,6
Mt,265471,4
Mt,265473,2
Mt,265475,2
Mt,265476,2
Mt,265478,2
Mt,265479,4
Mt,265481,1
Mt,265482,2
Mt,265483,2
Mt,265485,2
Mt,265486,5
Mt,265487,4
Mt,265488,2
Mt,265489,2
Mt,265491,2
Mt,265492,2
Mt,265493,1
Mt,265494,2
Mt,265496,6
Mt,265497,4
Mt,265500,1
Mt,265501,4
Mt,265502,2
Mt,265503,1
Mt,265504,2
Mt,265506,2
Mt,265507,2
Mt,265508,5
Mt,265509,6
Mt,265512,1
Mt,265514,8
Mt,265515,2
Mt,265517,2
Mt,265519,2
Mt,265521,4
Mt,265522,4
Mt,265523,2
Mt,265524,1
Mt,265525,2
Mt,265526,2
Mt,265527,4
Mt,265528,4
Mt,265529,4
Mt,265531,1
Mt,265533,4
Mt,265534,4
Mt,265535,2
Mt,265537,1
Mt,265539,1
Mt,265541,2
Mt,265542,4
Mt,265544,2
Mt,265545,4
Mt,265546,4
Mt,265549,1
Mt,265551,4
Mt,265552,4
Mt,265555,2
Mt,265557,5
Mt,265558,3
Mt,265559,2
Mt,265561,6
Mt,265562,4
Mt,265563,4
Mt,265564,5
Mt,265565,2
Mt,265567,2
Mt,265568,1
Mt,265569,2
Mt,265570,2
Mt,265572,4
Mt,265573,1
Mt,265575,4
Mt,265576,4
Mt,265577,2
Mt,265580,2
Mt,265581,2
Mt,265582,4
Mt,265583,2
Mt,265584,2
Mt,265585,1
Mt,265586,6
Mt,265587,2
Mt,265588,4
Mt,265589,2
Mt,265590,4
Mt,265591,2
Mt,265592,2
Mt,265593,1
Mt,265594,2
Mt,265595,4
Mt,265596,4
Mt,265598,3
Mt,265599,4
Mt,265600,1
Mt,265602,2
Mt,265603,2
Mt,265604,2
Mt,265605,4
Mt,265606,2
Mt,265607,2
Mt,265610,4
Mt,265611,2
Mt,265612,1
Mt,265614,2
Mt,265615,6
Mt,265616,6
Mt,265617,4
Mt,265618,1
Mt,265619,2
Mt,265620,2
Mt,265621,1
Mt,265622,2
Mt,265623,2
Mt,265624,1
Mt,265625,2
Mt,265626,4
Mt,265628,2
Mt,265629,2
Mt,265630,2
Mt,265631,2
Mt,265632,2
Mt,265633,2
Mt,265634,4
Mt,265635,4
Mt,265636,2
Mt,265638,4
Mt,265639,2
Mt,265640,2
Mt,265641,2
Mt,265643,2
Mt,265644,2
Mt,265646,4
Mt,265650,4
Mt,265651,4
Mt,265652,2
Mt,265653,2
Mt,265654,4
Mt,265655,4
Mt,265657,1
Mt,265658,2
Mt,265659,4
Mt,265660,4
Mt,265661,6
Mt,265662,2
Mt,265663,2
Mt,265664,4
Mt,265665,1
Mt,265667,4
Mt,265668,4
Mt,265669,1
Mt,265670,2
Mt,265673,2
Mt,265674,4
Mt,265675,3
Mt,265678,1
Mt,265679,1
Mt,265681,2
Mt,265682,4
Mt,265683,2
Mt,265684,4
Mt,265685,4
Mt,265686,4
Mt,265687,3
Mt,265689,2
Mt,265692,2
Mt,265693,2
Mt,265697,4
Mt,265698,2
Mt,265700,2
Mt,265701,4
Mt,265702,2
Mt,265706,2
Mt,265708,2
Mt,265710,1
Mt,265711,4
Mt,265712,3
Mt,265713,4
Mt,265714,2
Mt,265715,2
Mt,265716,2
Mt,265718,4
Mt,265719,2
Mt,265720,2
Mt,265721,1
